id,2017,2018,2019,2020
0,0.7585916668176651,0.7589106597006321,0.7529936640057713,0.7656784066930413
1,0.7464405244681984,0.7486305236816406,0.750770844751969,0.7405724385753274
2,0.7879216989967972,0.7836744785308838,0.7927780747413635,0.7831072492990643
3,0.7513526941183954,0.7628504186868668,0.7510881891939789,0.7646906843874604
4,0.7513526941183954,0.7572101391851902,0.7526494413614273,0.7646906843874604
5,0.7717789793387055,0.7607994063291699,0.7693411989603192,0.7612786164972931
6,0.7717789793387055,0.7757788358721882,0.7693411989603192,0.773361578816548
7,0.7691003093495965,0.7757788358721882,0.7688059399370104,0.773361578816548
8,0.7691003093495965,0.7690200211945921,0.7688059399370104,0.773361578816548
9,0.7488417774438858,0.7454916427377611,0.7722348163370043,0.765625
10,0.7698766442481428,0.7609591262880713,0.7699034214019775,0.7838636005762964
11,0.7698766442481428,0.7609591262880713,0.7699034214019775,0.7838636005762964
12,0.7698766442481428,0.7609591262880713,0.7699034214019775,0.7838636005762964
13,0.7934847110882401,0.7559094673488289,0.7859995597973466,0.0
14,0.7934847110882401,0.7559094673488289,0.7859995597973466,0.0
15,0.7875154176726937,0.765918759861961,0.7859995597973466,0.0
16,0.7875154176726937,0.765918759861961,0.7859995597973466,0.0
17,0.7718057895544916,0.7607195526361465,0.7612519897520542,0.7743548834696412
18,0.7718057895544916,0.7607195526361465,0.7612519897520542,0.7743548834696412
19,0.7758325955364853,0.771698551485315,0.7721007326617837,0.7757250780705363
20,0.7718057895544916,0.7607195526361465,0.7612519897520542,0.7743548834696412
21,0.7758325955364853,0.7675488144159317,0.7583524661604315,0.7757250780705363
22,0.776316516334191,0.7778230125550181,0.7596020409837365,0.7673884043470025
23,0.776316516334191,0.7778230125550181,0.7596020409837365,0.7673884043470025
24,0.776316516334191,0.7778230125550181,0.7596020409837365,0.7673884043470025
25,0.7854314895812422,0.7613052437081933,0.7708677090704441,0.0
26,0.7854314895812422,0.765918759861961,0.7746771732345223,0.0
27,0.7715645143762231,0.7565729357302189,0.7521200217306614,0.0
28,0.7854314895812422,0.7613052437081933,0.7708677090704441,0.0
29,0.7793309690896422,0.7796812392771244,0.763970316387713,0.7793040284886956
30,0.7793309690896422,0.7796812392771244,0.759442463517189,0.7744623059406877
31,0.7793309690896422,0.7796812392771244,0.759442463517189,0.7744623059406877
32,0.7583258906379342,0.7575819650664926,0.752940701553598,0.7678162017837167
33,0.7517759988550097,0.7604534039273858,0.7594690585974604,0.7555645788088441
34,0.7681906223297119,0.7685651341453195,0.7670676345005631,0.7697695402894169
35,0.7490530610084534,0.7704926365986466,0.7571570286527276,0.7544773689005524
36,0.5766179470811039,0.766907274723053,0.7855937744025141,0.7809752263128757
37,0.7622108459472656,0.7859183943364769,0.7886532694101334,0.7490530610084534
38,0.7622108459472656,0.7859183943364769,0.7886532694101334,0.7521464882884175
39,0.5766179470811039,0.766907274723053,0.7855937744025141,0.7809752263128757
40,0.78364746295847,0.7750532627105713,0.7592829028144479,0.7885990673676133
41,0.78364746295847,0.7750532627105713,0.7592829028144479,0.7885990673676133
42,0.78364746295847,0.7750532627105713,0.7592829028144479,0.7885990673676133
43,0.7849717736244202,0.7574225999414921,0.7763971844688058,0.764317117864266
44,0.7849717736244202,0.7574225999414921,0.7763971844688058,0.764317117864266
45,0.7849717736244202,0.7574225999414921,0.7763971844688058,0.764317117864266
46,0.749634244479239,0.7654914914164692,0.7737105051055551,0.7863513252232224
47,0.749634244479239,0.7654914914164692,0.7737105051055551,0.7863513252232224
48,0.7583258906379342,0.7534704098943621,0.7529936640057713,0.7656784066930413
49,0.7583258906379342,0.7534704098943621,0.7529936640057713,0.7656784066930413
50,0.7552728115115315,0.7451754829380661,0.750770844751969,0.7438851930201054
51,0.762157560326159,0.7434641160070896,0.750770844751969,0.7665598860476166
52,0.7463614279404283,0.7509824002627283,0.782081356504932,0.7517495388165116
53,0.7463614279404283,0.7463614279404283,0.752940701553598,0.7435693740844727
54,0.7463614279404283,0.7463614279404283,0.752940701553598,0.7435693740844727
55,0.7619177980814129,0.7737910377327353,0.782081356504932,0.76199771463871
