,id,2020
0,0,1.0
1,1,1.0
2,2,0.9914652196200184
3,3,1.0
4,4,1.0
5,5,0.9978267665772149
6,6,0.9929207117783577
7,7,0.9951324589952404
8,8,0.9989677462376
9,9,1.0
10,10,0.99698730169034
11,11,0.99698730169034
12,12,0.9968547864789071
13,13,0.9909854500241513
14,14,0.9910027076080045
15,15,0.9883845313297435
16,16,0.9852734212843178
17,17,0.9957031745767343
18,18,0.9957031745767343
19,19,0.9774248362377279
20,20,0.9957027312663314
21,21,0.9783193453003421
22,22,0.9150475289336871
23,23,0.9213789347281593
24,24,0.9213789347281593
25,25,0.9919694192043867
26,26,0.9874161191046429
27,27,0.9975459258694331
28,28,0.9920159745766561
29,29,0.9970962956602505
30,30,0.9972625589623504
31,31,0.9972625589623504
32,32,1.0
33,33,1.0
34,34,0.9992063616897572
35,35,0.9993392502210706
36,36,0.9887134709337195
37,37,0.9995136424770902
38,38,0.9995217239877333
39,39,0.9888758237456609
40,40,0.9842001538397404
41,41,0.9842001538397404
42,42,0.9842001538397404
43,43,0.8805468299993868
44,44,0.8805468299993868
45,45,0.8805468299993868
46,46,0.9938228316739431
47,47,0.9938604010123131
48,48,1.0
49,49,1.0
50,50,1.0
51,51,1.0
52,52,0.9959732505620779
53,53,1.0
54,54,1.0
55,55,0.9995386454455683
